text,page_number
"In 2016, we saw a decrease in donation requests compared to 
the previous two years. One of the reasons is that we reworked 
our guidance for external requests to provide even greater clarity 
on our corporate giving scope. In general, donation or funding 
requests significantly varied in nature and purpose. Incoming 
requests were carefully reviewed against the  adidas Corporate 
Giving Guidelines to ensure alignment with corporate policies, 
procedures, and the available budget framework. 
",83
"Compared to 2015, the number of supported projects decreased, 
which reflects our more stringent approach in conducting needs 
assessments with clear internal definitions. This helped us to 
continuously focus on key projects with fewer but more impactful 
organisations. 
",83
"The amount of product donations increased, especially in region 
EMEA. There we targeted major volumes of product donations 
 to support people in severe need, such as refugees at the 
Turkish-Syrian border as well as in various refugee camps all 
over Europe. To effectively respond to the refugee crisis, adidas 
continued its financial support in order to ensure sustainable 
and purposeful assistance. 
",83
"Compared to previous years, we saw a slight decrease in volunteer 
hours across our global workforce, but again an increase in 
volunteer hours among employees in region EMEA. This is the 
result of continuous employee involvement, in particular in the 
context of refugee support.
",83
"With our data tracking system, we aim to fully cover activities 
from all subsidiaries worldwide. We are constantly reviewing our 
approach and the system to improve data quality.
",83
"Read our Corporate Giving Guidelines on our website.
",83
"We welcome your views about our efforts to be a more sustainable company. 
",84
"YOU CAN CONTACT US AT
 adidas AG
Adi-Dassler-Str. 1
91074 Herzogenaurach
Germany
",84
"Phone + 49 (0) 91 32 84 - 0
Email: 
sustainability@adidas-group.com 
(for inquiries about our sustainability programme)
corporate.press@adidas-group.com 
(for media inquiries)
www.adidas-group.com/sustainability
",84
"We strive to report in the most accurate, clear, and reliable way possible. To improve 
 readability, registered trademarks as well as references  to rounding differences are 
 omitted in this Sustainability Report.
",84
